GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0034404	nucleobase-containing small molecule biosynthetic process	1.52646984738079e-08	1.57467415835071e-07	3.74 (25/677; 206/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT1G30110 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0042752	regulation of circadian rhythm	1.73886356283912e-08	1.77291719442471e-07	8.04 (12/677; 46/20876)	AT2G46830 AT1G22770 AT5G24470 AT1G01060 AT3G62980 AT5G61380 AT5G11260 AT2G18790 AT3G22380 AT5G08330 AT2G25930 AT1G80820
GO:0010218	response to far red light	1.8405860571208e-08	1.8550613255676e-07	5.3 (17/677; 99/20876)	AT1G22770 AT5G24470 AT3G45780 AT5G11260 AT2G18790 AT2G46710 AT2G01420 AT1G09570 AT3G54890 AT4G16780 AT2G46340 AT2G24790 AT1G70940 AT3G08940 AT3G22840 AT3G27690 AT3G18780
GO:0009269	response to desiccation	2.08449131915226e-08	2.07701108714574e-07	8.93 (11/677; 38/20876)	AT1G32640 AT2G30870 AT1G76180 AT1G20450 AT2G05520 AT2G15970 AT2G22430 AT1G54100 AT4G24960 AT4G39090 AT3G53420
GO:0006754	ATP biosynthetic process	2.25245912722653e-08	2.17038571773245e-07	3.67 (25/677; 210/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009201	ribonucleoside triphosphate biosynthetic process	2.25245912722653e-08	2.17038571773245e-07	3.67 (25/677; 210/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	2.25245912722653e-08	2.17038571773245e-07	3.67 (25/677; 210/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0006096	glycolytic process	2.48416171292082e-08	2.29286061702276e-07	3.78 (24/677; 196/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0006165	nucleoside diphosphate phosphorylation	2.48416171292082e-08	2.29286061702276e-07	3.78 (24/677; 196/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0006757	ATP generation from ADP	2.48416171292082e-08	2.29286061702276e-07	3.78 (24/677; 196/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0042866	pyruvate biosynthetic process	2.48416171292082e-08	2.29286061702276e-07	3.78 (24/677; 196/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009966	regulation of signal transduction	2.71018232455972e-08	2.3997005396467e-07	4.41 (20/677; 140/20876)	AT2G43010 AT1G01720 AT3G59060 AT3G63010 AT5G66880 AT2G33150 AT1G05000 AT1G15100 AT2G22430 AT1G70940 AT1G35670 AT1G80440 AT3G05120 AT3G11410 AT3G02140 AT4G03110 AT4G35790 AT3G59940 AT5G01810 AT5G53160
GO:0009145	purine nucleoside triphosphate biosynthetic process	2.72560896824156e-08	2.3997005396467e-07	3.64 (25/677; 212/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0046939	nucleotide phosphorylation	2.74397655935794e-08	2.3997005396467e-07	3.76 (24/677; 197/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0043069	negative regulation of programmed cell death	2.79392997351072e-08	2.3997005396467e-07	4.04 (22/677; 168/20876)	AT1G09070 AT2G40140 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT3G11820 AT3G57530 AT5G42050 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT4G26090 AT5G47120 AT5G47910 AT4G17615 AT1G69270 AT3G25070 AT1G22070 AT4G33050 AT3G57330
GO:0009742	brassinosteroid mediated signaling pathway	2.81885591601956e-08	2.3997005396467e-07	8.7 (11/677; 39/20876)	AT4G18710 AT4G33430 AT4G00710 AT4G39400 AT5G08130 AT5G10450 AT5G54380 AT2G44080 AT2G42580 AT3G05800 AT5G65430
GO:0043401	steroid hormone mediated signaling pathway	2.81885591601956e-08	2.3997005396467e-07	8.7 (11/677; 39/20876)	AT4G18710 AT4G33430 AT4G00710 AT4G39400 AT5G08130 AT5G10450 AT5G54380 AT2G44080 AT2G42580 AT3G05800 AT5G65430
GO:0048545	response to steroid hormone	2.81885591601956e-08	2.3997005396467e-07	8.7 (11/677; 39/20876)	AT4G18710 AT4G33430 AT4G00710 AT4G39400 AT5G08130 AT5G10450 AT5G54380 AT2G44080 AT2G42580 AT3G05800 AT5G65430
GO:0071383	cellular response to steroid hormone stimulus	2.81885591601956e-08	2.3997005396467e-07	8.7 (11/677; 39/20876)	AT4G18710 AT4G33430 AT4G00710 AT4G39400 AT5G08130 AT5G10450 AT5G54380 AT2G44080 AT2G42580 AT3G05800 AT5G65430
GO:0009142	nucleoside triphosphate biosynthetic process	2.99541692677794e-08	2.43653170992978e-07	3.62 (25/677; 213/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0032879	regulation of localization	2.99541692677794e-08	2.43653170992978e-07	3.62 (25/677; 213/20876)	AT2G41430 AT1G09070 AT4G18710 AT5G09810 AT3G11820 AT3G16850 AT2G28890 AT1G56220 AT3G45780 AT2G18790 AT3G05630 AT4G23050 AT3G54890 AT5G10450 AT2G45960 AT2G24790 AT1G35670 AT1G65930 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT3G57410 AT5G42100 AT5G54770
GO:0009135	purine nucleoside diphosphate metabolic process	3.02884584109519e-08	2.43653170992978e-07	3.74 (24/677; 198/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009179	purine ribonucleoside diphosphate metabolic process	3.02884584109519e-08	2.43653170992978e-07	3.74 (24/677; 198/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009185	ribonucleoside diphosphate metabolic process	3.02884584109519e-08	2.43653170992978e-07	3.74 (24/677; 198/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0046031	ADP metabolic process	3.02884584109519e-08	2.43653170992978e-07	3.74 (24/677; 198/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009199	ribonucleoside triphosphate metabolic process	3.15698497778583e-08	2.47158692339812e-07	3.5 (26/677; 229/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009205	purine ribonucleoside triphosphate metabolic process	3.15698497778583e-08	2.47158692339812e-07	3.5 (26/677; 229/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0046034	ATP metabolic process	3.15698497778583e-08	2.47158692339812e-07	3.5 (26/677; 229/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0023051	regulation of signaling	3.45960178670883e-08	2.6845349681681e-07	4.34 (20/677; 142/20876)	AT2G43010 AT1G01720 AT3G59060 AT3G63010 AT5G66880 AT2G33150 AT1G05000 AT1G15100 AT2G22430 AT1G70940 AT1G35670 AT1G80440 AT3G05120 AT3G11410 AT3G02140 AT4G03110 AT4G35790 AT3G59940 AT5G01810 AT5G53160
GO:0072525	pyridine-containing compound biosynthetic process	3.61109704321938e-08	2.77751046814565e-07	3.59 (25/677; 215/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT3G16050 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009144	purine nucleoside triphosphate metabolic process	3.77362220183778e-08	2.85342853046726e-07	3.47 (26/677; 231/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0071367	cellular response to brassinosteroid stimulus	3.77488384222679e-08	2.85342853046726e-07	8.48 (11/677; 40/20876)	AT4G18710 AT4G33430 AT4G00710 AT4G39400 AT5G08130 AT5G10450 AT5G54380 AT2G44080 AT2G42580 AT3G05800 AT5G65430
GO:0006576	cellular biogenic amine metabolic process	3.96586632291312e-08	2.97216972288496e-07	4.12 (21/677; 157/20876)	AT1G68440 AT1G32640 AT1G49500 AT1G07890 AT5G42650 AT2G44490 AT2G30870 AT4G34050 AT3G50740 AT5G13710 AT5G53120 AT2G05520 AT1G08930 AT1G66200 AT1G51680 AT4G33050 AT4G38620 AT3G51660 AT3G53180 AT5G24030 AT5G49760
GO:0009141	nucleoside triphosphate metabolic process	4.12234865121583e-08	3.06326175420409e-07	3.46 (26/677; 232/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009813	flavonoid biosynthetic process	4.34274756344209e-08	3.19991925727312e-07	3.55 (25/677; 217/20876)	AT1G13260 AT1G59870 AT1G32640 AT5G35735 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G11260 AT2G05940 AT1G66880 AT4G26090 AT4G34050 AT2G30490 AT2G18730 AT1G61740 AT1G78600 AT3G22840 AT3G27210 AT3G13510 AT1G51680 AT4G04330 AT3G57330 AT5G47180 AT5G48930
GO:0051606	detection of stimulus	4.39608528205621e-08	3.2122272280288e-07	4.28 (20/677; 144/20876)	AT1G59870 AT4G18710 AT3G59060 AT3G11820 AT5G42650 AT2G44490 AT1G62380 AT1G66880 AT4G26090 AT4G39400 AT5G14740 AT2G25930 AT2G46340 AT1G02450 AT3G09010 AT3G01480 AT1G22070 AT4G08920 AT4G33050 AT5G44070
GO:0019359	nicotinamide nucleotide biosynthetic process	4.46571773446969e-08	3.23613995025076e-07	3.66 (24/677; 202/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009127	purine nucleoside monophosphate biosynthetic process	4.75814422298916e-08	3.39198471352158e-07	3.54 (25/677; 218/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	4.75814422298916e-08	3.39198471352158e-07	3.54 (25/677; 218/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0010646	regulation of cell communication	4.94719846671513e-08	3.49831606347513e-07	4.25 (20/677; 145/20876)	AT2G43010 AT1G01720 AT3G59060 AT3G63010 AT5G66880 AT2G33150 AT1G05000 AT1G15100 AT2G22430 AT1G70940 AT1G35670 AT1G80440 AT3G05120 AT3G11410 AT3G02140 AT4G03110 AT4G35790 AT3G59940 AT5G01810 AT5G53160
GO:0009124	nucleoside monophosphate biosynthetic process	5.70186407745462e-08	3.96796389015848e-07	3.5 (25/677; 220/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009156	ribonucleoside monophosphate biosynthetic process	5.70186407745462e-08	3.96796389015848e-07	3.5 (25/677; 220/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0055080	cation homeostasis	5.97557498259466e-08	4.12569743928831e-07	3 (31/677; 319/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT5G01600 AT1G23020 AT1G70610 AT1G01620 AT3G16240 AT1G66200 AT1G58290 AT4G08920 AT4G32190 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G49760 AT5G24930 AT5G26820 AT4G16370
GO:0019363	pyridine nucleotide biosynthetic process	6.51474773707145e-08	4.46281650080635e-07	3.59 (24/677; 206/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0072593	reactive oxygen species metabolic process	7.05871041365961e-08	4.79796472833819e-07	2.8 (34/677; 374/20876)	AT2G43010 AT2G41430 AT1G59870 AT1G37130 AT3G26520 AT1G07890 AT3G11820 AT5G42650 AT2G44490 AT1G04400 AT1G79440 AT3G10500 AT1G66880 AT4G26090 AT4G35090 AT5G47910 AT5G14740 AT5G08330 AT2G22430 AT1G78600 AT1G02450 AT1G77760 AT3G01480 AT3G05800 AT1G66200 AT1G22070 AT4G11330 AT4G33050 AT4G34120 AT3G49220 AT3G52880 AT5G44070 AT5G24930 AT5G14920
GO:0009126	purine nucleoside monophosphate metabolic process	7.54032948543385e-08	5.04708273311884e-07	3.35 (26/677; 239/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009167	purine ribonucleoside monophosphate metabolic process	7.54032948543385e-08	5.04708273311884e-07	3.35 (26/677; 239/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0010118	stomatal movement	8.65563383690205e-08	5.74971529995168e-07	5.09 (16/677; 97/20876)	AT3G11820 AT3G45780 AT1G04400 AT5G02500 AT4G17615 AT2G18960 AT2G25930 AT2G21660 AT1G69850 AT3G11410 AT3G17510 AT4G08920 AT4G18700 AT4G30960 AT4G33050 AT4G35790
GO:0070838	divalent metal ion transport	9.40773285435055e-08	6.20232803140009e-07	3.52 (24/677; 210/20876)	AT1G59870 AT3G26520 AT2G46800 AT1G27770 AT3G16850 AT3G47470 AT3G60130 AT2G30520 AT2G44490 AT2G30870 AT2G39010 AT1G20840 AT1G15820 AT1G25560 AT1G12240 AT1G76490 AT3G16240 AT3G18780 AT1G66200 AT4G39080 AT3G53420 AT5G40890 AT5G49760 AT5G24930
GO:0009123	nucleoside monophosphate metabolic process	9.69245047376622e-08	6.29536939153782e-07	3.31 (26/677; 242/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009161	ribonucleoside monophosphate metabolic process	9.69245047376622e-08	6.29536939153782e-07	3.31 (26/677; 242/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0000160	phosphorelay signal transduction system	1.09826203054551e-07	7.08089993378027e-07	4.25 (19/677; 138/20876)	AT1G23710 AT1G32920 AT3G55980 AT3G63010 AT2G30040 AT1G76600 AT5G59430 AT1G64610 AT1G27730 AT1G25560 AT3G46620 AT5G07580 AT2G41310 AT2G27050 AT1G54100 AT1G69270 AT1G19050 AT4G34000 AT4G17490
GO:0072511	divalent inorganic cation transport	1.1263605377423e-07	7.20905361459345e-07	3.49 (24/677; 212/20876)	AT1G59870 AT3G26520 AT2G46800 AT1G27770 AT3G16850 AT3G47470 AT3G60130 AT2G30520 AT2G44490 AT2G30870 AT2G39010 AT1G20840 AT1G15820 AT1G25560 AT1G12240 AT1G76490 AT3G16240 AT3G18780 AT1G66200 AT4G39080 AT3G53420 AT5G40890 AT5G49760 AT5G24930
GO:0044106	cellular amine metabolic process	1.16879907816813e-07	7.42646553862739e-07	3.88 (21/677; 167/20876)	AT1G68440 AT1G32640 AT1G49500 AT1G07890 AT5G42650 AT2G44490 AT2G30870 AT4G34050 AT3G50740 AT5G13710 AT5G53120 AT2G05520 AT1G08930 AT1G66200 AT1G51680 AT4G33050 AT4G38620 AT3G51660 AT3G53180 AT5G24030 AT5G49760
GO:0009698	phenylpropanoid metabolic process	1.31462360019983e-07	8.29293039732268e-07	3.71 (22/677; 183/20876)	AT1G68440 AT4G30210 AT1G07890 AT2G30870 AT1G61810 AT1G62380 AT4G34050 AT3G50740 AT5G13710 AT2G30490 AT1G78680 AT1G22640 AT1G80820 AT1G80440 AT1G76490 AT1G66200 AT1G51680 AT4G36220 AT4G38620 AT3G59940 AT5G24030 AT5G48930
GO:0006163	purine nucleotide metabolic process	1.33349937517682e-07	8.35191713926534e-07	2.78 (33/677; 366/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT4G19710 AT5G02500 AT5G04590 AT5G10450 AT5G13710 AT2G45960 AT1G12080 AT2G21660 AT1G65930 AT1G78380 AT1G76490 AT1G01620 AT1G66200 AT4G11820 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0030003	cellular cation homeostasis	1.66767302325464e-07	1.0370822160292e-06	3.06 (28/677; 282/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT5G01600 AT1G23020 AT1G01620 AT3G16240 AT1G66200 AT4G08920 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G49760 AT5G24930 AT5G26820 AT4G16370
GO:0071489	cellular response to red or far red light	1.8247365022226e-07	1.12676464518267e-06	7.37 (11/677; 46/20876)	AT2G43010 AT3G59060 AT5G11260 AT2G18790 AT1G09570 AT4G16780 AT2G25930 AT1G09530 AT2G46340 AT2G24790 AT3G22840
GO:0009150	purine ribonucleotide metabolic process	2.05514033413714e-07	1.26016334069653e-06	2.84 (31/677; 337/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT5G13710 AT2G45960 AT1G12080 AT2G21660 AT1G65930 AT1G78380 AT1G76490 AT1G01620 AT1G66200 AT4G11820 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0071478	cellular response to radiation	2.20823696752394e-07	1.33536217346456e-06	5.46 (14/677; 79/20876)	AT2G43010 AT3G59060 AT1G07180 AT5G11260 AT2G18790 AT1G09570 AT5G13730 AT4G16780 AT2G25930 AT1G09530 AT2G46340 AT2G24790 AT3G22840 AT4G08920
GO:0071482	cellular response to light stimulus	2.20823696752394e-07	1.33536217346456e-06	5.46 (14/677; 79/20876)	AT2G43010 AT3G59060 AT1G07180 AT5G11260 AT2G18790 AT1G09570 AT5G13730 AT4G16780 AT2G25930 AT1G09530 AT2G46340 AT2G24790 AT3G22840 AT4G08920
GO:0006164	purine nucleotide biosynthetic process	2.39726369959123e-07	1.43974092412364e-06	3.08 (27/677; 270/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT4G19710 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009152	purine ribonucleotide biosynthetic process	2.85050691876216e-07	1.70030237259497e-06	3.23 (25/677; 239/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009967	positive regulation of signal transduction	3.99940340926046e-07	2.35358745313597e-06	8.95 (9/677; 31/20876)	AT3G63010 AT5G66880 AT2G33150 AT1G15100 AT1G35670 AT3G05120 AT4G03110 AT4G35790 AT5G53160
GO:0023056	positive regulation of signaling	3.99940340926046e-07	2.35358745313597e-06	8.95 (9/677; 31/20876)	AT3G63010 AT5G66880 AT2G33150 AT1G15100 AT1G35670 AT3G05120 AT4G03110 AT4G35790 AT5G53160
