names	x.pos	y.pos	peak.zt	trough.zt	CCA1	LHY	TOC1	PRR5	PRR7	PRR9	PHYA	PHYB	CRY2	FHY1	LUX	PIF3	PIF4	PIF5	ELF4	ELF3	indegree	outdegree	transitivity	closeness	betweeness	eccentricity	description	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20	CCA1_ZT02	CCA1_ZT14	LHY_ZT02	TOC1_ZT15	PRR5_ZT10	PRR7_ZT12	PRR9_ZT??	PHYA_ZT00	PHYB_ZT00	CRY2_ZT08	FHY1_ZT04	LUX_ZT10	LUX_ZT12	PIF3_ZT08	PIF4_ZT04	PIF5_ZT04	ELF4_ZT10	ELF3_ZT00	ELF3_ZT04
AT3G13640	-2845.4375	3931.69811290026	peak4	trough20	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	6	0	0.933333333333333	0.00017307026652821	0	3	RNAse l inhibitor protein 1	4.64244368625111	4.95695993571198	4.83925827405583	4.7739451521113	4.63202919647993	4.57943322272455	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0
AT3G13770	-3597.52099609375	3727.23131602526	peak12	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Pentatricopeptide repeat (PPR) superfamily protein	4.9198994224583	4.93827207189097	5.07917451358772	5.19132583928297	4.98220630786161	4.86636026769608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G13750	-3409.0078125	1663.23180430651	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0.00017307026652821	0	3	beta galactosidase 1	11.5766059781309	9.97382128261965	9.826004463073	9.92307554522881	10.6046761741965	11.159932364505	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G13690	-2340.4052734375	3389.11461680651	peak4	trough12	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0.00017307026652821	0	3	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	8.00257950253933	8.3588089473404	8.27549748773258	7.78759023309168	7.89898853095492	7.94539543657609	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AT3G22231	-3687.98779296875	3746.65197032213	peak12	trough0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0.333333333333333	0.00017307026652821	0	4	pathogen and circadian controlled 1	11.4220411158268	12.2589058236824	13.031965886274	13.5904463459921	13.0133976660773	12.1838910195887	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AT3G22200	-3586.9111328125	4053.19518321276	peak8	trough0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	9.49279411663105	9.85097338774843	10.4574823475049	10.2896393486412	9.93871419841472	9.67486468978902	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT3G25610	-3865.75268554688	3173.52428477526	peak12	trough4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	6.64901298078769	6.43959513147226	6.7454353858821	7.33131871953448	6.99804849790139	6.84554297836244	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G25600	-4017.13305664062	3119.18444102526	peak16	trough4	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3	Calcium-binding EF-hand family protein	7.82661171758504	7.70166338113422	8.11896788694044	8.21499884233104	8.4111574711806	8.08674808813634	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT3G25690	-4123.06787109375	2049.87145274401	peak16	trough8	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0.00017307026652821	0	3	Hydroxyproline-rich glycoprotein family protein	11.0711185093512	10.850239646179	10.7040914459121	11.2133799935717	11.3779498750215	11.3097388753997	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
AT3G27170	-2994.00830078125	1657.27330821276	peak0	trough12	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	5	0	0.8	0.00017307026652821	0	3	chloride channel B	8.76207161985782	6.59462441657088	5.03414830625251	4.90690647828353	5.27856511544413	6.87895787701571	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0
AT3G29180	-3607.92236328125	1795.40428965807	peak20	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Protein of unknown function (DUF1336)	9.20853690693178	8.50948056912846	8.56140779806661	8.74912445949986	8.99434034353472	9.35139876693662	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G29320	-3407.48120117188	4104.56481211901	peak8	trough0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3	Glycosyl transferase, family 35	8.27631019145049	10.7408046972877	11.4660238672748	11.0126038747524	10.0703787745143	9.65625153982322	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G29360	-3550.96118164062	3831.63658946276	peak12	trough0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3	UDP-glucose 6-dehydrogenase family protein	9.07160471989736	9.59864658532205	9.68104015567575	9.87987945889668	9.64592134743655	9.37138439887588	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AT3G29370	-3327.42333984375	1703.27489512682	peak0	trough12	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3	NA	4.2444009677819	4.02983719865846	3.99454801326185	3.96053700431627	4.10500613667328	4.20229745590068	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
AT3G29400	-3247.29272460938	4059.33727305651	peak8	trough0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	exocyst subunit exo70 family protein E1	7.29027726270087	7.54110290973868	7.62204307510282	7.57951993286357	7.37819834501436	7.36724794492137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G34070	-3367.70825195312	1614.21398204088	peak0	trough8	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	5	0	1	0.00017307026652821	0	3	TRICHOME BIREFRINGENCE-LIKE 37	9.39845771473972	8.03764018927126	7.52678916800164	7.8267208949479	8.6698394470104	8.78698397356851	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
AT2G34090	-3791.19604492188	3968.55016368151	peak8	trough0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0.666666666666667	0.00017307026652821	0	4	maternal effect embryo arrest 18	7.0714602706388	7.41980103245328	8.56408884034651	8.27619892054402	7.82586820498898	7.58494560085018	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G34060	-2339.4404296875	2481.50768321276	peak0	trough12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3	Peroxidase superfamily protein	7.46785127159067	7.43476286760681	7.33687078593757	6.82229404191894	6.95351070568553	7.021618809215	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G30290	-2340.013671875	2133.77281993151	peak4	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	cytochrome P450, family 702, subfamily A, polypeptide 8	5.01545189822241	5.08511525806449	4.92604489284263	4.83212736040507	4.93428656026693	4.90860753993946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G20660	-4089.07958984375	2131.36803477526	peak16	trough4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	4	organic cation/carnitine transporter4	4.72742582065983	4.59648291710589	4.64648552925696	4.71105026111725	4.92513432761754	4.80654625757446	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
AT3G52340	-2533.166015625	2061.33385508776	peak4	trough12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3	sucrose-6F-phosphate phosphohydrolase 2	7.55121915566372	7.92696355233278	6.60849198319373	6.41670505566313	6.56368855353166	7.08387899735207	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52230	-3290.86669921875	1379.22423594713	peak0	trough8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4	NA	10.6617416721184	10.2746309688933	9.82832101856922	10.2231195661679	10.2549210175444	10.5458701484992	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G52180	-3576.55322265625	3912.94713633776	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3	dual specificity protein phosphatase (DsPTP1) family protein	8.34152216216137	9.75578799972064	10.9669361263148	11.1363263945267	10.016035221945	9.31013614064869	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G52170	-3213.6669921875	4041.35875743151	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	DNA binding	6.67917796471733	7.51741951127509	7.78412602101485	7.62416789459307	6.98699599314278	6.71326910557773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G52360	-3241.74438476562	1365.29772227526	peak0	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	NA	8.73313435572011	8.04249023065638	6.81006489518413	7.66534421159263	7.92584169658679	8.30997397427424	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52290	-3205.97802734375	1498.51952403307	peak20	trough12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4	IQ-domain 3	8.03407982867558	7.81608838773545	7.6349616050166	7.60447833296381	7.80875009232244	8.05922651211882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT3G20670	-3668.69482421875	3720.93370860338	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	histone H2A 13	10.0826490697502	10.368957793454	10.4837928312777	10.6253251535518	10.5242086373313	10.3467156952027	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18890	-3170.12426757812	4042.76061290026	peak8	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	NAD(P)-binding Rossmann-fold superfamily protein	9.47102274750159	10.1369549595013	10.2659666775612	10.1244838858845	9.70627632694485	9.45332839869821	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18850	-3163.00903320312	4231.52281993151	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	lysophosphatidyl acyltransferase 5	7.23330745045744	8.19517245481058	8.31925165001889	7.82208698529821	7.71984593129782	7.5619148818447	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G13570	-2410.56201171875	3478.36608165026	peak4	trough20	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3	SC35-like splicing factor 30A	9.12242142097886	9.2926475003019	9.07161732038139	9.17031870342205	8.99751811525456	8.99088844782312	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G28340	-4276.2041015625	2648.94030040026	peak16	trough4	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	5	0	0.9	0.00017307026652821	0	3	galacturonosyltransferase-like 10	6.4751736041042	6.30072818953649	6.50302558362176	6.54498390238271	6.8478681758099	6.52810761401979	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1
AT3G19970	-2745.7529296875	1503.56615489244	peak0	trough8	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	6	0	0.8	0.00017307026652821	0	3	alpha/beta-Hydrolases superfamily protein	6.50088095498326	6.26141474381187	5.80541251827974	6.10327772432959	5.81893893075751	6.23474989803272	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0
AT3G20015	-3611.23046875	4256.34606211901	peak8	trough0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0.666666666666667	0.00017307026652821	0	4	Eukaryotic aspartyl protease family protein	6.58436799333324	6.67723997312588	7.05933267263222	6.82034391080213	6.72412577880765	6.58937982320479	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
AT3G19990	-3838.36645507812	3409.27623790026	peak12	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	PTHR14699 - STI2 PROTEIN-RELATED (1 of 1)	7.66116778760574	7.59567739149595	7.81596876791946	8.10589908832544	7.92516310198329	7.70475078300064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G24450	-2967.80639648438	1674.48046153307	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Heavy metal transport/detoxification superfamily protein 	5.00101207926443	4.82292697915517	4.6555626447482	4.63239153799189	4.76226411040302	4.77356936296216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G24460	-2425.25952148438	2372.99791758776	peak4	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Serinc-domain containing serine and sphingolipid biosynthesis protein	6.04155213873008	6.20993974809383	5.65421976817256	5.57610338687335	5.65040005210044	5.62163592024948	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G22240	-3725.46240234375	3726.99694102526	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3	PTHR31568:SF16 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MMP21 (1 of 3)	12.133793404848	12.6904613758802	13.4402591958732	13.8753178155956	13.3577046261342	12.7902307122515	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G14850	-2883.04833984375	3948.06969493151	peak4	trough0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3	TRICHOME BIREFRINGENCE-LIKE 41	6.47137693261423	7.0588133139751	6.80628665254768	6.75564825196264	6.6440231001636	6.54034078154488	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT3G14760	-2319.69775390625	2336.91588633776	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	PTHR33237:SF9 - GENOMIC DNA, CHROMOSOME 3, BAC CLONE: T21E2 (1 of 1)	7.13724938008208	7.3995061972656	7.13458479183868	6.58712503117464	6.83168611537773	7.07655614518749	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28540	-2844.736328125	3892.80797618151	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	P-loop containing nucleoside triphosphate hydrolases superfamily protein	5.3390461639846	6.42007763108729	6.1731620679494	5.87495783467528	5.16746841504328	5.46498144750873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT3G28840	-3101.20751953125	4131.93541758776	peak8	trough20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Protein of unknown function (DUF1216)	5.17071413476928	5.43728593445942	5.51292617840292	5.37200125714957	5.23563961744053	5.13930652172885	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G28720	-3012.42138671875	3961.60436290026	peak4	trough16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.00017307026652821	0	4	PTHR31515:SF3 - GENOMIC DNA, CHROMOSOME 3, BAC CLONE: T19N8 (1 of 1)	9.03031711292147	9.31041545966984	9.27575211294284	9.24947936516796	9.02376529350626	9.07775498667435	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28220	-2628.04150390625	3286.28209727526	peak4	trough16	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3	TRAF-like family protein	9.89229356376291	10.6524222617999	9.96927176437581	9.71278754525885	9.00169227806078	9.34297745893296	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19520	-3590.57983398438	1843.80760997057	peak0	trough4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3	Protein of unknown function (DUF626)	8.7978511537988	8.09304279038467	8.19896049376826	8.38366474148177	8.59637841682037	8.57601984562057	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT3G29770	-3324.38793945312	1600.93529551744	peak0	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	methyl esterase 11	7.07784505805271	6.34330463824124	5.96446589938195	6.21441654961611	6.60248352146742	6.62417113288864	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14770	-3164.24780273438	1543.44701426744	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3	Nodulin MtN3 family protein	9.82884615018968	8.05421866527351	6.34150320751032	6.60474588175277	7.86520452259923	8.70379228517584	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT3G14840	-3866.6982421875	3553.72399180651	peak12	trough0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	7	0	0.761904761904762	0.00017307026652821	0	3	Leucine-rich repeat transmembrane protein kinase	8.83282010601032	9.01825725848289	9.59259689659092	10.0274344250109	9.73020480231553	9.43755394861157	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0
AT1G42480	-3545.02783203125	3807.86583750963	peak12	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3	PTHR31775:SF2 - REMORIN (1 of 1)	7.90354755884448	8.33127010992472	8.67113538251987	8.93647274736706	8.31518097142815	8.20836442654125	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G42550	-3441.56372070312	1492.68065684557	peak0	trough8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	4	plastid movement impaired1	10.5027936515356	9.27625301837452	8.50557685479476	9.35934079097001	9.69220164753874	10.09491957768	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G42540	-2632.064453125	2701.63463633776	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	glutamate receptor 3.3	7.38704217098908	7.92961268715204	7.45318001226452	6.96887322966924	6.84188710756496	7.41286699686603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G33250	-3353.82641601562	1652.47521250963	peak0	trough8	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3	Protein of unknown function (DUF604)	8.70154448587277	7.73357870971297	7.44199389353515	7.54235748877731	8.17373228977645	8.28378218592145	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
AT1G33350	-3730.63793945312	3581.01647227526	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	Pentatricopeptide repeat (PPR) superfamily protein	4.96676511930068	4.96762068133109	5.15626131579974	5.26584979329354	5.13880619588553	4.98436182142594	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33290	-3656.73095703125	1978.37487071276	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	P-loop containing nucleoside triphosphate hydrolases superfamily protein	9.41389672539888	9.12917797366615	9.28006525132768	9.27430208809969	9.37046287589234	9.41060677334034	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33260	-2217.47607421875	1839.91307872057	peak4	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3	Protein kinase superfamily protein	6.53711244289453	6.94354834049846	6.16210302178347	6.20247753389434	6.48994143164303	6.57443702198513	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G66140	-3845.41015625	1687.62450450182	peak16	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	zinc finger protein 4	8.05426628538577	7.66009233827176	7.51858995854425	7.77489822100926	8.32477088116384	8.31483835693157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G66100	-2658.80297851562	2041.07994883776	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Plant thionin	12.2680681537497	11.4954430031307	10.7262966465472	8.82236295968869	9.12186867434706	11.0536651668284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G66180	-2704.36401367188	1731.59142344713	peak0	trough12	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	8	0	0.857142857142857	0.00017307026652821	0	3	Eukaryotic aspartyl protease family protein	8.95044596421064	8.28613828885336	7.91900971580437	7.19384817807098	8.06656750283288	7.87096653832094	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0
AT1G66200	-3309.3876953125	1547.06444590807	peak0	trough8	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	5	0	0.7	0.00017307026652821	0	3	glutamine synthase clone F11	12.1909138337916	11.4998516252708	10.9302595656788	11.1052981681643	11.7390426259956	12.0555969130583	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1
AT1G66070	-3193.0380859375	3931.07799571276	peak12	trough20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Translation initiation factor eIF3 subunit	8.13021463195831	8.45837534704783	8.53288619439497	8.58277634851978	8.21099197803509	8.0088649783833	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G66160	-3228.60693359375	1836.27782481432	peak0	trough12	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	8	0	0.892857142857143	0.00017307026652821	0	3	CYS, MET, PRO, and GLY protein 1	4.8300055248806	4.22360795634563	4.16093238846094	4.15309463891424	4.51174992385903	4.31877408319412	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0
AT1G66150	-2425.34814453125	1801.05370372057	peak0	trough12	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	7	0	0.761904761904762	0.00017307026652821	0	3	transmembrane kinase 1	10.1911820791009	10.0415011235076	10.0637904957371	9.29658241213791	9.86080460872233	9.99376785468087	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1
AT1G66130	-2827.89379882812	1685.46776622057	peak0	trough16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3	NAD(P)-binding Rossmann-fold superfamily protein	9.65512668027477	8.96623710728153	8.16301174287149	8.43661975729244	8.14749670496514	8.8241774594843	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31480	-3467.79223632812	1848.62035411119	peak0	trough4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	shoot gravitropism 2 (SGR2)	6.7139171523922	5.73583437583406	5.89691292758583	5.96790780377084	6.35165780704383	6.24282384842194	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G33390	-3402.25952148438	4117.84117930651	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	RNA helicase family protein	7.30193559529325	7.50848581427424	7.65933184669775	7.58256592754992	7.51154558262534	7.30622306206946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G75200	-3279.90502929688	3995.76696055651	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	flavodoxin family protein / radical SAM domain-containing protein	7.19686335711605	7.5641354023963	7.64207065244295	7.62704286231633	7.40438277067636	7.23039089162654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G75210	-2755.7666015625	3894.88121836901	peak4	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase	8.88818364863291	9.35965288141708	9.12263110185913	9.07139661921932	8.96547837411091	8.97766599027973	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G31580	-3695.22875976562	3443.37169688463	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	ECS1	13.2415227334186	13.4864364546764	13.5230754804717	13.9960581501541	13.7736035710053	13.4753000233498	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31550	-3560.03002929688	3717.50304454088	peak12	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	GDSL-like Lipase/Acylhydrolase superfamily protein	7.64793630738427	8.68754210560584	9.0212625626529	9.77336885092817	8.81483188202543	8.60947281538615	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G31410	-3933.2548828125	2301.41686290026	peak16	trough4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	putrescine-binding periplasmic protein-related	8.86120619274727	8.6349589370267	8.80899553904846	8.84617179700164	8.9952156703776	8.9571313304658	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G31420	-3325.45092773438	1497.69835704088	peak0	trough8	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	4	Leucine-rich repeat protein kinase family protein	9.80859101161992	9.56320455730557	9.30776975912203	9.33286441457174	9.70702169488919	9.70201829588511	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AT1G32540	-2314.0673828125	2012.83702891588	peak4	trough12	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3	lsd one like 1	9.20109867435752	9.36836124419317	9.17204463794308	7.8233014066281	8.61021671615351	9.13703672820608	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G75180	-2891.7392578125	1703.69432872057	peak0	trough12	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3	Erythronate-4-phosphate dehydrogenase family protein	9.28775466600765	8.34629014721027	7.45935914266525	6.7132103497587	7.2813838504613	8.68066908748155	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
